Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location
6010 Charles,13006798.,"Adamo Group, Inc.",$11830.00,06/01/2015,No,3,42.411684,-83.041284,"6010 Charles
(42.411684, -83.041284)"
6056 Greenview,22079505.,"Adamo Group, Inc.",$18892.00,07/17/2015,No,7,42.333297,-83.221328,"6056 Greenview
(42.333297, -83.221328)"
6088 Barrett,21036756-60,"Adamo Group, Inc.",$21009.00,06/02/2015,No,4,42.39817,-82.983412,"6088 Barrett
(42.39817, -82.983412)"
6095 Minock,22091675.,"Adamo Group, Inc.",$8147.00,08/14/2015,No,7,42.333709,-83.231696,"6095 Minock
(42.333709, -83.231696)"
6100 Stanford,14011573.,"Adamo Group, Inc.",$14925.00,07/31/2015,No,6,42.349456,-83.11405,"6100 Stanford
(42.349456, -83.11405)"
6108 Doremus,13005261.,"Adamo Group, Inc.",$12203.00,06/02/2015,No,3,42.398724,-83.040671,"6108 Doremus
(42.398724, -83.040671)"
6126 Canton,15010207-8,"Adamo Group, Inc.",$8358.00,07/30/2015,No,5,42.381874,-83.027238,"6126 Canton
(42.381874, -83.027238)"
6126 Dickerson,21049164.,"Adamo Group, Inc.",$32314.00,11/04/2015,No,4,42.401203,-82.972437,"6126 Dickerson
(42.401203, -82.972437)"
6142 Maxwell,17008418.,"Adamo Group, Inc.",$12719.00,06/02/2015,No,5,42.386462,-83.017318,"6142 Maxwell
(42.386462, -83.017318)"
6153 Seminole,17007977.,"Adamo Group, Inc.",$11562.00,06/02/2015,No,5,42.3867,-83.016951,"6153 Seminole
(42.3867, -83.016951)"
6154 Fischer,19010706-7,"Adamo Group, Inc.",$37924.00,09/09/2015,No,5,42.388548,-83.012591,"6154 Fischer
(42.388548, -83.012591)"
6156 Seminole,17007840.,"Adamo Group, Inc.",$15036.00,06/02/2015,No,5,42.38699,-83.016457,"6156 Seminole
(42.38699, -83.016457)"
6157 Iroquois,17007307.,"Adamo Group, Inc.",$10759.00,06/02/2015,No,5,42.38716,-83.016025,"6157 Iroquois
(42.38716, -83.016025)"
6195 Woodhall,21076009.,"Adamo Group, Inc.",$8930.00,08/24/2015,No,4,42.416748,-82.932572,"6195 Woodhall
(42.416748, -82.932572)"
6201 Faust,22079454.,"Adamo Group, Inc.",$19464.00,08/14/2015,No,7,42.334595,-83.220813,"6201 Faust
(42.334595, -83.220813)"
6209 Norwalk,13005315.,"Adamo Group, Inc.",$10378.00,07/23/2015,No,3,42.399911,-83.038735,"6209 Norwalk
(42.399911, -83.038735)"
6243 Edwin,13005339.,"Adamo Group, Inc.",$12415.00,08/24/2015,No,3,42.400634,-83.038888,"6243 Edwin
(42.400634, -83.038888)"
6257 Evaline,13005358.,"Adamo Group, Inc.",$20107.00,06/01/2015,No,3,42.401386,-83.038466,"6257 Evaline
(42.401386, -83.038466)"
6270 Canton,15010231.,"Adamo Group, Inc.",$16248.00,06/03/2015,No,5,42.383684,-83.028436,"6270 Canton
(42.383684, -83.028436)"
6300 Evergreen,22094943.,"Adamo Group, Inc.",$19909.00,10/05/2015,No,7,42.335996,-83.234725,"6300 Evergreen
(42.335996, -83.234725)"
6325 Pelouze,18002574.,"Adamo Group, Inc.",$8617.00,01/30/2015,No,6,42.334657,-83.123729,"6325 Pelouze
(42.334657, -83.123729)"
6333 Pelouze,18002575.,"Adamo Group, Inc.",$7420.00,01/30/2015,No,6,42.334618,-83.123827,"6333 Pelouze
(42.334618, -83.123827)"
6338 Warwick,22085691.,"Adamo Group, Inc.",$16068.00,09/22/2015,No,7,42.336601,-83.226311,"6338 Warwick
(42.336601, -83.226311)"
6354 Ashton,22074649.,"Adamo Group, Inc.",$17198.00,06/12/2015,No,7,42.336975,-83.216575,"6354 Ashton
(42.336975, -83.216575)"
6360 Horatio,18002699.,"Adamo Group, Inc.",$12390.00,01/30/2015,No,6,42.335596,-83.125169,"6360 Horatio
(42.335596, -83.125169)"
6360 John Kronk,18001535.,"Adamo Group, Inc.",$16179.00,04/30/2015,No,6,42.324319,-83.116881,"6360 John
(42.324319, -83.116881)"
6403 Crane,19010014.,"Adamo Group, Inc.",$21722.00,06/02/2015,No,3,42.389696,-83.012881,"6403 Crane
(42.389696, -83.012881)"
6404 Morse,18002503.,"Adamo Group, Inc.",$9279.00,01/30/2015,No,6,42.333268,-83.123834,"6404 Morse
(42.333268, -83.123834)"
6404 Vaughan,22097260.,"Adamo Group, Inc.",$14357.19,02/25/2015,No,7,42.337319,-83.236033,"6404 Vaughan
(42.337319, -83.236033)"
6419 Otis,18001544.,"Adamo Group, Inc.",$22173.00,09/02/2015,No,6,42.325186,-83.118367,"6419 Otis
(42.325186, -83.118367)"
6431 Otis,18001546.,"Adamo Group, Inc.",$8348.00,01/30/2015,No,6,42.325108,-83.118562,"6431 Otis
(42.325108, -83.118562)"
6451 Warwick,22086765.,"Adamo Group, Inc.",$13741.00,09/11/2015,No,7,42.338127,-83.227013,"6451 Warwick
(42.338127, -83.227013)"
6460 Eagle,18004715.,"Adamo Group, Inc.",$7642.00,07/27/2015,No,6,42.350716,-83.138001,"6460 Eagle
(42.350716, -83.138001)"
6467 Stahelin,22084044.,"Adamo Group, Inc.",$10416.00,08/19/2015,No,7,42.338399,-83.224487,"6467 Stahelin
(42.338399, -83.224487)"
6492 Minock,22090449.,"Adamo Group, Inc.",$16444.00,08/14/2015,No,7,42.338648,-83.231179,"6492 Minock
(42.338648, -83.231179)"
6499 Auburn,22093015.,"Adamo Group, Inc.",$17819.00,08/19/2015,No,7,42.338717,-83.233058,"6499 Auburn
(42.338717, -83.233058)"
6501 Penrod,22078249.,"Adamo Group, Inc.",$16519.00,08/14/2015,No,7,42.338911,-83.219733,"6501 Penrod
(42.338911, -83.219733)"
6503 Hartford,14011490.,"Adamo Group, Inc.",$8547.00,07/10/2015,No,5,42.35201,-83.113835,"6503 Hartford
(42.35201, -83.113835)"
6507 Ashton,22075978.,"Adamo Group, Inc.",$10936.00,08/19/2015,No,7,42.339051,-83.217341,"6507 Ashton
(42.339051, -83.217341)"
6521 Plainview,22094847.,"Adamo Group, Inc.",$15646.00,10/19/2015,No,7,42.338987,-83.234278,"6521 Plainview
(42.338987, -83.234278)"
6523 Ashton,22075976.,"Adamo Group, Inc.",$8068.00,08/19/2015,No,7,42.33927,-83.217352,"6523 Ashton
(42.33927, -83.217352)"
6523 Whitehead,18002725.,"Adamo Group, Inc.",$11130.00,02/10/2015,No,6,42.335259,-83.127135,"6523 Whitehead
(42.335259, -83.127135)"
6527 Westwood,22090313.,"Adamo Group, Inc.",$18849.00,09/28/2015,No,7,42.339136,-83.230666,"6527 Westwood
(42.339136, -83.230666)"
6528 Woodmont,22062404.,"Adamo Group, Inc.",$17459.00,09/22/2015,No,7,42.339551,-83.206866,"6528 Woodmont
(42.339551, -83.206866)"
6559 Whitehead,18002731.,"Adamo Group, Inc.",$19911.00,02/10/2015,No,6,42.335022,-83.127719,"6559 Whitehead
(42.335022, -83.127719)"
6561 Montrose,22053521.,"Adamo Group, Inc.",$18386.00,08/14/2015,No,7,42.33901,-83.198838,"6561 Montrose
(42.33901, -83.198838)"
6569 Whitehead,18002733.,"Adamo Group, Inc.",$7420.00,02/10/2015,No,6,42.334943,-83.127913,"6569 Whitehead
(42.334943, -83.127913)"
6680 Fern,18002537.,"Adamo Group, Inc.",$29850.00,02/11/2015,No,6,42.332646,-83.127389,"6680 Fern
(42.332646, -83.127389)"
6681 Floyd,18004321.,"Adamo Group, Inc.",$7500.00,02/05/2016,No,6,42.346399,-83.137397,"6681 Floyd
(42.346399, -83.137397)"
6733 Westwood,22090305.,"Adamo Group, Inc.",$14739.71,02/24/2015,No,7,42.340086,-83.230699,"6733 Westwood
(42.340086, -83.230699)"
6737 Stahelin,22084029.,"Adamo Group, Inc.",$12879.00,08/19/2015,No,7,42.340255,-83.224549,"6737 Stahelin
(42.340255, -83.224549)"
6740 Westwood,22089185.,"Adamo Group, Inc.",$12031.32,02/25/2015,No,7,42.340199,-83.230034,"6740 Westwood
(42.340199, -83.230034)"
6745 Vaughan,22098671.,"Adamo Group, Inc.",$14073.22,02/25/2015,No,7,42.340191,-83.236839,"6745 Vaughan
(42.340191, -83.236839)"
6746 Vaughan,22097288.,"Adamo Group, Inc.",$17039.00,08/19/2015,No,7,42.3402,-83.23614,"6746 Vaughan
(42.3402, -83.23614)"
6751 Winthrop,22052702.,"Adamo Group, Inc.",$18174.00,05/18/2015,No,7,42.340827,-83.197679,"6751 Winthrop
(42.340827, -83.197679)"
6754 Auburn,22092145.,"Adamo Group, Inc.",$16519.00,08/19/2015,No,7,42.340349,-83.232443,"6754 Auburn
(42.340349, -83.232443)"
6766 Penrod,22077493.,"Adamo Group, Inc.",$18764.00,08/14/2015,No,7,42.340744,-83.219149,"6766 Penrod
(42.340744, -83.219149)"
6768 Westwood,22089189.,"Adamo Group, Inc.",$16303.00,09/21/2015,No,7,42.340583,-83.230048,"6768 Westwood
(42.340583, -83.230048)"
6786 Brace,22080893.,"Adamo Group, Inc.",$21888.00,08/11/2015,No,7,42.34095,-83.222729,"6786 Brace
(42.34095, -83.222729)"
6802 Scotten,14009802.,"Adamo Group, Inc.",$22114.00,09/04/2015,No,5,42.355341,-83.112008,"6802 Scotten
(42.355341, -83.112008)"
6802 Vaughan,22097296.,"Adamo Group, Inc.",$18516.00,08/19/2015,No,7,42.340968,-83.236169,"6802 Vaughan
(42.340968, -83.236169)"
6808 Scotten,14009803.,"Adamo Group, Inc.",$21212.00,09/04/2015,No,5,42.355423,-83.11201,"6808 Scotten
(42.355423, -83.11201)"
6818 Mack,15000267-8,"Adamo Group, Inc.",$82865.00,04/21/2015,Yes,5,42.363174,-83.01562,"6818 Mack
(42.363174, -83.01562)"
6826 Ashton,22074689.,"Adamo Group, Inc.",$21767.00,09/24/2015,No,7,42.341557,-83.216779,"6826 Ashton
(42.341557, -83.216779)"
6829 Clayton,18001660.,"Adamo Group, Inc.",$21900.00,09/03/2015,No,6,42.326116,-83.124671,"6829 Clayton
(42.326116, -83.124671)"
6830 Grandville,22088067.,"Adamo Group, Inc.",$11227.00,08/14/2015,No,7,42.341459,-83.228889,"6830 Grandville
(42.341459, -83.228889)"
6832 Edward,18001898-9,"Adamo Group, Inc.",$9275.00,02/10/2015,No,6,42.328068,-83.126038,"6832 Edward
(42.328068, -83.126038)"
6833 Warwick,22086736.,"Adamo Group, Inc.",$17238.00,09/22/2015,No,7,42.341521,-83.227122,"6833 Warwick
(42.341521, -83.227122)"
6834 Ashton,22074690.,"Adamo Group, Inc.",$28585.00,10/06/2015,No,7,42.341667,-83.216782,"6834 Ashton
(42.341667, -83.216782)"
6846 Parkwood,18002158.,"Adamo Group, Inc.",$20846.00,09/03/2015,No,6,42.329392,-83.127315,"6846 Parkwood
(42.329392, -83.127315)"
6849 Parkwood,18002034.,"Adamo Group, Inc.",$17493.00,04/28/2015,No,6,42.328988,-83.127164,"6849 Parkwood
(42.328988, -83.127164)"
6850 Vaughan,22097303.,"Adamo Group, Inc.",$12896.75,02/25/2015,No,7,42.34164,-83.236194,"6850 Vaughan
(42.34164, -83.236194)"
6851 Waldo,18001904.,"Adamo Group, Inc.",$10535.00,02/11/2015,No,6,42.328286,-83.12664,"6851 Waldo
(42.328286, -83.12664)"
6867 Minock,22091597.,"Adamo Group, Inc.",$22322.00,08/14/2015,No,7,42.341895,-83.231966,"6867 Minock
(42.341895, -83.231966)"
6871 Mettetal,22060893.,"Adamo Group, Inc.",$18786.00,08/14/2015,No,7,42.342369,-83.20514,"6871 Mettetal
(42.342369, -83.20514)"
6880 Waldo,18002020.,"Adamo Group, Inc.",$21528.00,10/13/2015,No,6,42.328494,-83.127424,"6880 Waldo
(42.328494, -83.127424)"
6887 Mercier,18001609.,"Adamo Group, Inc.",$7752.00,04/29/2015,No,6,42.325102,-83.125071,"6887 Mercier
(42.325102, -83.125071)"
6892 Plainview,22093588.,"Adamo Group, Inc.",$12280.00,10/20/2015,No,7,42.342252,-83.233705,"6892 Plainview
(42.342252, -83.233705)"
6895 Clayton,18001671.,"Adamo Group, Inc.",$29154.00,02/11/2015,No,6,42.325664,-83.125732,"6895 Clayton
(42.325664, -83.125732)"
6905 Clayton,18001672.,"Adamo Group, Inc.",$10203.00,02/12/2015,No,6,42.325623,-83.125829,"6905 Clayton
(42.325623, -83.125829)"
6907 Westwood,22090280.,"Adamo Group, Inc.",$17589.00,09/21/2015,No,7,42.342486,-83.230779,"6907 Westwood
(42.342486, -83.230779)"
6914 Westwood,22089210.,"Adamo Group, Inc.",$19469.00,09/21/2015,No,7,42.3426,-83.230116,"6914 Westwood
(42.3426, -83.230116)"
6925 Clayton,18001675.,"Adamo Group, Inc.",$21665.00,02/12/2015,No,6,42.325501,-83.126117,"6925 Clayton
(42.325501, -83.126117)"
6931 Mercier,18001616.,"Adamo Group, Inc.",$20524.00,09/02/2015,No,6,42.324815,-83.125744,"6931 Mercier
(42.324815, -83.125744)"
6937 Mercier,18001617.,"Adamo Group, Inc.",$11408.00,04/29/2015,No,6,42.324774,-83.125841,"6937 Mercier
(42.324774, -83.125841)"
6942 Mercier,18001629.,"Adamo Group, Inc.",$17027.00,05/01/2015,No,6,42.325084,-83.126211,"6942 Mercier
(42.325084, -83.126211)"
6957 Parkwood,18002052.,"Adamo Group, Inc.",$13331.00,02/17/2015,No,6,42.328269,-83.128942,"6957 Parkwood
(42.328269, -83.128942)"
6958 Edward,18001877.,"Adamo Group, Inc.",$19113.00,02/11/2015,No,6,42.327229,-83.128138,"6958 Edward
(42.327229, -83.128138)"
7166 Waldo,18001992.,"Adamo Group, Inc.",$13001.00,04/28/2015,No,6,42.327177,-83.130303,"7166 Waldo
(42.327177, -83.130303)"
7182 Parkwood,18002120-1,"Adamo Group, Inc.",$16433.00,02/12/2015,No,6,42.32769,-83.131115,"7182 Parkwood
(42.32769, -83.131115)"
7228 Warwick,22085745.,"Adamo Group, Inc.",$24801.96,02/17/2015,No,7,42.343762,-83.226558,"7228 Warwick
(42.343762, -83.226558)"
7233 St Marys,22059468.,"Adamo Group, Inc.",$11479.00,09/22/2015,No,7,42.344175,-83.203947,"7233 St
(42.344175, -83.203947)"
7248 Ashton,22074704.,"Adamo Group, Inc.",$12278.00,06/12/2015,No,7,42.344167,-83.216877,"7248 Ashton
(42.344167, -83.216877)"
7248 St Marys,22058247.,"Adamo Group, Inc.",$10404.00,09/16/2015,No,7,42.344355,-83.203335,"7248 St
(42.344355, -83.203335)"
7261 Plainview,22094805.,"Adamo Group, Inc.",$11890.00,10/06/2015,No,7,42.344123,-83.234535,"7261 Plainview
(42.344123, -83.234535)"
7270 Warwick,22085750.,"Adamo Group, Inc.",$14953.37,02/18/2015,No,7,42.344342,-83.226578,"7270 Warwick
(42.344342, -83.226578)"
7294 Burnette,18013189-90,"Adamo Group, Inc.",$22925.00,07/27/2015,No,6,42.346334,-83.140372,"7294 Burnette
(42.346334, -83.140372)"
7329 Rosemont,22077321.,"Adamo Group, Inc.",$19478.00,09/14/2015,No,7,42.345239,-83.218771,"7329 Rosemont
(42.345239, -83.218771)"
7333 Stahelin,22083990.,"Adamo Group, Inc.",$10684.00,09/16/2015,No,7,42.345256,-83.224747,"7333 Stahelin
(42.345256, -83.224747)"
7337 Rosemont,22077320.,"Adamo Group, Inc.",$11709.00,09/14/2015,No,7,42.345349,-83.218774,"7337 Rosemont
(42.345349, -83.218774)"
7351 Waldo,18001950.,"Adamo Group, Inc.",$11462.00,04/28/2015,No,6,42.326219,-83.131597,"7351 Waldo
(42.326219, -83.131597)"
7356 St Marys,22058262.,"Adamo Group, Inc.",$8939.00,09/16/2015,No,7,42.345812,-83.203412,"7356 St
(42.345812, -83.203412)"
7368 Stahelin,22082799-800,"Adamo Group, Inc.",$18768.00,09/18/2015,No,7,42.345689,-83.224097,"7368 Stahelin
(42.345689, -83.224097)"
7385 Penrod,22078194.,"Adamo Group, Inc.",$19713.00,09/30/2015,No,7,42.345992,-83.220006,"7385 Penrod
(42.345992, -83.220006)"
7400 Rosemont,22076145.,"Adamo Group, Inc.",$8398.00,09/14/2015,No,7,42.346235,-83.218146,"7400 Rosemont
(42.346235, -83.218146)"
7410 St Marys,22058264.,"Adamo Group, Inc.",$12009.00,09/16/2015,No,7,42.346167,-83.203425,"7410 St
(42.346167, -83.203425)"
7410 Waldo,18001968.,"Adamo Group, Inc.",$16695.00,03/13/2015,No,6,42.326176,-83.132867,"7410 Waldo
(42.326176, -83.132867)"
7417 Edward,18001831.,"Adamo Group, Inc.",$21271.00,09/02/2015,No,6,42.325122,-83.13222,"7417 Edward
(42.325122, -83.13222)"
7418 Waldo,18001967.,"Adamo Group, Inc.",$41954.00,03/13/2015,No,6,42.326137,-83.132965,"7418 Waldo
(42.326137, -83.132965)"
7421 St Marys,22059450.,"Adamo Group, Inc.",$10404.00,09/16/2015,No,7,42.346299,-83.204056,"7421 St
(42.346299, -83.204056)"
7447 Penrod,22078186.,"Adamo Group, Inc.",$12200.00,12/09/2015,No,7,42.34687,-83.22004,"7447 Penrod
(42.34687, -83.22004)"
7466 St Marys,22058272.,"Adamo Group, Inc.",$9919.00,09/16/2015,No,7,42.346935,-83.203461,"7466 St
(42.346935, -83.203461)"
7474 St Marys,22058273.,"Adamo Group, Inc.",$8809.00,09/16/2015,No,7,42.347031,-83.203466,"7474 St
(42.347031, -83.203466)"
7476 Rutland,22068556.,"Adamo Group, Inc.",$21249.00,09/14/2015,No,7,42.346933,-83.212436,"7476 Rutland
(42.346933, -83.212436)"
7501 Rutland,22069084.,"Adamo Group, Inc.",$17789.00,09/14/2015,No,7,42.347288,-83.213049,"7501 Rutland
(42.347288, -83.213049)"
7588 E Grixdale,15004568.,"Adamo Group, Inc.",$9563.00,07/28/2015,No,3,42.429244,-83.025648,"7588 E Grixdale
(42.429244, -83.025648)"
7604 Warwick,22085773.,"Adamo Group, Inc.",$8498.00,02/18/2015,No,7,42.347049,-83.226691,"7604 Warwick
(42.347049, -83.226691)"
7612 E Hildale,15004609.,"Adamo Group, Inc.",$17102.00,07/28/2015,No,3,42.430051,-83.025226,"7612 E Hildale
(42.430051, -83.025226)"
7627 Sherwood,15012376.001,"Adamo Group, Inc.",$16806.00,07/10/2015,No,5,42.386086,-83.032131,"7627 Sherwood
(42.386086, -83.032131)"
7642 Plainview,22093624.,"Adamo Group, Inc.",$17090.00,10/15/2015,No,7,42.347467,-83.233963,"7642 Plainview
(42.347467, -83.233963)"
7643 Plainview,22094780.,"Adamo Group, Inc.",$13454.00,10/12/2015,No,7,42.347428,-83.234654,"7643 Plainview
(42.347428, -83.234654)"
7648 Plainview,22093625.,"Adamo Group, Inc.",$7902.00,10/12/2015,No,7,42.347563,-83.233968,"7648 Plainview
(42.347563, -83.233968)"
7655 Stahelin,22083972.,"Adamo Group, Inc.",$13344.00,09/16/2015,No,7,42.347765,-83.224838,"7655 Stahelin
(42.347765, -83.224838)"
7700 Rutland,22068568.,"Adamo Group, Inc.",$19879.00,09/14/2015,No,7,42.348311,-83.212485,"7700 Rutland
(42.348311, -83.212485)"
7701 St Marys,22059432.,"Adamo Group, Inc.",$15535.00,09/16/2015,No,7,42.348443,-83.204139,"7701 St
(42.348443, -83.204139)"
7703 Dexter,14006382.,"Adamo Group, Inc.",$22121.00,09/10/2015,No,5,42.360328,-83.111427,"7703 Dexter
(42.360328, -83.111427)"
7714 Penrod,22077556.,"Adamo Group, Inc.",$12612.00,09/30/2015,No,7,42.348658,-83.219432,"7714 Penrod
(42.348658, -83.219432)"
7720 Rutherford,22055722.,"Adamo Group, Inc.",$8049.00,09/14/2015,No,7,42.348691,-83.201063,"7720 Rutherford
(42.348691, -83.201063)"
7730 Stout,22100973.,"Adamo Group, Inc.",$13429.00,09/17/2015,No,7,42.348637,-83.238908,"7730 Stout
(42.348637, -83.238908)"
7733 Mack,17000351.,"Adamo Group, Inc.",$20800.00,06/29/2015,Yes,5,42.366444,-83.008205,"7733 Mack
(42.366444, -83.008205)"
7736 St Marys,22058291.,"Adamo Group, Inc.",$9809.00,09/16/2015,No,7,42.348919,-83.20355,"7736 St
(42.348919, -83.20355)"
7752 Rutherford,22055726.,"Adamo Group, Inc.",$10144.00,09/14/2015,No,7,42.34913,-83.201083,"7752 Rutherford
(42.34913, -83.201083)"
7753 Montrose,22053437.,"Adamo Group, Inc.",$7974.00,10/01/2015,No,7,42.349164,-83.199292,"7753 Montrose
(42.349164, -83.199292)"
7764 St Marys,22058295.,"Adamo Group, Inc.",$14749.00,09/16/2015,No,7,42.349302,-83.203568,"7764 St
(42.349302, -83.203568)"
7774 Plainview,22093643.,"Adamo Group, Inc.",$20990.00,10/15/2015,No,7,42.34929,-83.23405,"7774 Plainview
(42.34929, -83.23405)"
7775 Montrose,22053434.,"Adamo Group, Inc.",$11659.00,10/01/2015,No,7,42.349493,-83.199308,"7775 Montrose
(42.349493, -83.199308)"
7779 Woodmont,22063037.,"Adamo Group, Inc.",$16829.00,09/22/2015,No,7,42.349418,-83.207457,"7779 Woodmont
(42.349418, -83.207457)"
7786 Stout,22100981.,"Adamo Group, Inc.",$14929.00,09/17/2015,No,7,42.349405,-83.23894,"7786 Stout
(42.349405, -83.23894)"
7796 Plainview,22093646.,"Adamo Group, Inc.",$17640.00,10/12/2015,No,7,42.349578,-83.234061,"7796 Plainview
(42.349578, -83.234061)"
7831 St Marys,22059416.,"Adamo Group, Inc.",$13249.00,09/16/2015,No,7,42.350201,-83.20421,"7831 St
(42.350201, -83.20421)"
7857 Rutherford,22056753.,"Adamo Group, Inc.",$15589.00,09/14/2015,No,7,42.350582,-83.201824,"7857 Rutherford
(42.350582, -83.201824)"
7865 Rutherford,22056752.,"Adamo Group, Inc.",$14289.00,09/14/2015,No,7,42.350679,-83.201831,"7865 Rutherford
(42.350679, -83.201831)"
7887 Helen,15009519.,"Adamo Group, Inc.",$9711.00,07/10/2015,No,3,42.389618,-83.030285,"7887 Helen
(42.389618, -83.030285)"
7917 St Paul,17000100.,"Adamo Group, Inc.",$28500.00,05/26/2015,No,5,42.35624,-82.999576,"7917 St
(42.35624, -82.999576)"
8019 Penrod,22078152.,"Adamo Group, Inc.",$9622.00,09/30/2015,No,7,42.350912,-83.220184,"8019 Penrod
(42.350912, -83.220184)"
8020 Sylvester,17000396.002,"Adamo Group, Inc.",$367000.00,07/20/2015,Yes,5,42.3689,-83.010443,"8020 Sylvester
(42.3689, -83.010443)"
8024 Pembroke,16009248-9,"Adamo Group, Inc.",$8456.00,10/13/2015,No,2,42.439026,-83.15102,"8024 Pembroke
(42.439026, -83.15102)"
8035 Warwick,22086668.,"Adamo Group, Inc.",$15484.00,09/22/2015,No,7,42.351035,-83.227503,"8035 Warwick
(42.351035, -83.227503)"
8039 Harper,17001196.,"Adamo Group, Inc.",$288500.00,11/21/2015,Yes,3,42.388663,-83.020432,"8039 Harper
(42.388663, -83.020432)"
8043 Rosemont,22077269.,"Adamo Group, Inc.",$9389.00,10/12/2015,No,7,42.35126,-83.218982,"8043 Rosemont
(42.35126, -83.218982)"
8044 Warwick,22085802.,"Adamo Group, Inc.",$15390.00,09/22/2015,No,7,42.351153,-83.226845,"8044 Warwick
(42.351153, -83.226845)"
8069 Wyoming,18016226-7,"Adamo Group, Inc.",$12183.00,08/18/2015,No,7,42.352779,-83.157875,"8069 Wyoming
(42.352779, -83.157875)"
8070 Hubbell,22038689-90,"Adamo Group, Inc.",$11885.35,05/08/2015,No,7,42.352182,-83.186591,"8070 Hubbell
(42.352182, -83.186591)"
8091 Stout,22102109.,"Adamo Group, Inc.",$16700.97,02/24/2015,No,7,42.351631,-83.239741,"8091 Stout
(42.351631, -83.239741)"
8097 Terry,22043353.,"Adamo Group, Inc.",$11918.43,05/11/2015,No,7,42.352425,-83.190611,"8097 Terry
(42.352425, -83.190611)"
8097 Vaughan,22098590.020,"Adamo Group, Inc.",$16646.67,02/24/2015,No,7,42.351772,-83.237279,"8097 Vaughan
(42.351772, -83.237279)"
8100 Stahelin,22082849.,"Adamo Group, Inc.",$11149.00,09/16/2015,No,7,42.351977,-83.224287,"8100 Stahelin
(42.351977, -83.224287)"
8101 Stahelin,22083936.,"Adamo Group, Inc.",$8809.00,09/16/2015,No,7,42.351964,-83.225063,"8101 Stahelin
(42.351964, -83.225063)"
8104 Westwood,22089272.,"Adamo Group, Inc.",$14669.99,02/23/2015,No,7,42.351955,-83.230502,"8104 Westwood
(42.351955, -83.230502)"
8105 Westwood,22090209.,"Adamo Group, Inc.",$16765.62,02/24/2015,No,7,42.351971,-83.231203,"8105 Westwood
(42.351971, -83.231203)"
8108 Warwick,22085810.,"Adamo Group, Inc.",$16884.00,09/22/2015,No,7,42.352031,-83.226883,"8108 Warwick
(42.352031, -83.226883)"
8150 Mt Olivet,17003801.,"Adamo Group, Inc.",$8694.00,07/28/2015,No,3,42.4151,-83.020809,"8150 Mt
(42.4151, -83.020809)"
8200 Warwick,22085812.,"Adamo Group, Inc.",$17747.07,02/18/2015,No,7,42.352386,-83.226889,"8200 Warwick
(42.352386, -83.226889)"
8201 Vaughan,22098590.017,"Adamo Group, Inc.",$10639.00,09/18/2015,No,7,42.352229,-83.237316,"8201 Vaughan
(42.352229, -83.237316)"
821 Hazelwood,04002314.,"Adamo Group, Inc.",$14597.00,10/06/2015,No,5,42.3786,-83.087029,"821 Hazelwood
(42.3786, -83.087029)"
8210 Wyoming,18015861-2,"Adamo Group, Inc.",$12865.00,08/18/2015,No,7,42.354358,-83.157307,"8210 Wyoming
(42.354358, -83.157307)"
8215 Pierson,22107266.,"Adamo Group, Inc.",$13609.00,10/05/2015,No,7,42.352226,-83.244599,"8215 Pierson
(42.352226, -83.244599)"
8221 Plainview,22094738.,"Adamo Group, Inc.",$12641.00,10/06/2015,No,7,42.352494,-83.234848,"8221 Plainview
(42.352494, -83.234848)"
8233 Vaughan,22098590.013,"Adamo Group, Inc.",$11666.00,09/18/2015,No,7,42.352646,-83.237332,"8233 Vaughan
(42.352646, -83.237332)"
8236 Robson,22043388-9,"Adamo Group, Inc.",$9876.00,08/21/2015,No,7,42.354129,-83.19115,"8236 Robson
(42.354129, -83.19115)"
